Ticker,Sector,Industry,MarketCap,PE,ForwardPE,PB,PS,PEG,EPS,RevenueGrowth,EarningsGrowth,ROE,ROA,GrossMargin,OperatingMargin,NetMargin,DebtEquity,CurrentRatio,DivYield,Beta,ShortFloat,InstOwnership
COP,Energy,Oil & Gas E&P,155469332480.0,20.029922,18.803406,2.4164531,2.5791624,,6.35,-0.068,-0.39,0.12357,0.06421,0.4618,0.16299999,0.13252,37.828,1.297,2.65,0.279,0.0162,0.84893996
ED,Utilities,Utilities - Regulated Electric,39421734912.0,19.345745,16.809196,1.6288478,2.3301651,,5.64,0.089,-0.083,0.08767,0.03187,0.53251,0.17802,0.11958,117.317,1.021,3.14,0.345,0.0543,0.73787004
STZ,Consumer Defensive,Beverages - Brewers,26542352384.0,23.934067,12.329735,3.4282246,2.8287704,,6.37,-0.098,-0.15,0.14454001,0.08804,0.52141,0.33917,0.11826,133.293,1.339,2.73,0.422,0.0464,0.78901
CEG,Utilities,Utilities - Independent Power Producers,104890327040.0,39.209743,21.00826,6.234616,4.10803,,7.39,0.129,-0.489,0.16364,0.03439,0.1838,0.095979996,0.09082,63.94,1.526,0.6,1.107,0.026400002,0.78862
COO,Healthcare,Medical Instruments & Supplies,13704835072.0,34.945274,13.997023,1.63848,3.3009381,,2.01,0.062,0.269,0.04868,0.03639,0.65444,0.20778999,0.09668,33.201,1.337,,1.03,0.0382,1.05875
CPRT,Industrials,Specialty Business Services,32322109440.0,21.0,19.874882,3.2857707,7.005959,,1.59,-0.036,-0.1,0.17129,0.109919995,0.47344002,0.34654,0.33758,0.98,10.061,,1.106,0.040599998,0.86588997
GLW,Technology,Electronic Components,112365461504.0,71.568306,33.467487,9.506424,7.189549,,1.83,0.204,0.774,0.14904,0.04948,0.35984,0.1656,0.10212,76.192,1.588,0.9,1.022,0.0201,0.74891996
CPAY,Technology,Software - Infrastructure,20519397376.0,19.51497,9.890026,5.162727,4.5312657,,15.03,0.207,0.09,0.29071,0.06038,0.7968,0.57138,0.23625,243.348,0.977,,0.819,0.0405,0.97335
CTVA,Basic Materials,Agricultural Inputs,52544917504.0,44.434288,19.229534,2.164811,3.0196493,,1.75,-0.017,,0.04974,0.03878,0.4729,0.056009997,0.06287,12.282,1.43,0.93,0.721,0.0217,0.87922996
CSGP,Real Estate,Real Estate Services,18186235904.0,2145.5,24.165255,2.151632,5.600935,,0.02,0.269,-0.259,0.00088,-0.00341,0.78873,0.05501,0.0021600001,13.666,2.84,,0.902,0.0739,1.04838
COST,Consumer Defensive,Discount Stores,428657999872.0,50.16779,43.038532,13.353936,1.4974166,,19.25,0.092,0.139,0.29650998,0.08718,0.12926,0.03744,0.029860001,25.976,1.058,0.53,0.993,0.014400001,0.7267
CTRA,Energy,Oil & Gas E&P,25663416320.0,15.089285,12.109747,1.7312026,3.670922,,2.24,0.234,0.206,0.12275,0.0671,0.74124,0.33333,0.2456,26.984,1.188,2.59,0.353,0.0293,0.96543
CRH,Basic Materials,Building Materials,69873074176.0,18.950996,15.761843,2.9087162,1.8659191,,5.51,0.062,0.484,0.15684,0.06132,0.36126,0.15059,0.10022,77.341,1.743,1.49,1.203,0.0189,0.90046996
CRWD,Technology,Software - Infrastructure,104821243904.0,,66.92488,23.647442,21.78328,,-0.65,0.233,,-0.04137,-0.015700001,0.74808997,0.0100300005,-0.033770002,18.336,1.773,,1.124,0.0287,0.75557
CCI,Real Estate,REIT - Specialty,35465609216.0,32.27381,27.736948,-21.636074,8.317451,,2.52,-0.043,,,0.04058,0.74085,0.49206,0.10413,,0.255,5.16,0.951,0.0277,0.99447
CSX,Industrials,Railroads,72411136000.0,25.285713,18.667036,5.504665,5.138457,,1.54,-0.009,-0.004,0.22511,0.0686,0.45586,0.32724997,0.20501,148.222,0.814,1.47,1.263,0.0173,0.80903
CMI,Industrials,Specialty Industrial Machinery,75749212160.0,26.756954,17.424515,6.13111,2.2497537,,20.49,0.011,0.414,0.23928,0.078150004,0.25759,0.10918,0.08444,60.516,1.761,1.47,1.127,0.0123000005,0.87365997
CVS,Healthcare,Healthcare Plans,90695925760.0,51.28777,8.716384,1.204691,0.22683395,,1.39,0.084,0.766,0.022869999,0.02471,0.13288,0.01572,0.00442,106.06,0.842,3.72,0.464,0.0139999995,0.90796995
DHR,Healthcare,Diagnostics & Research,134356475904.0,37.698414,20.86298,2.55665,5.468759,,5.04,0.046,0.125,0.07053,0.04183,0.59231997,0.2217,0.1471,37.487,1.874,0.84,0.964,0.01,0.84591
DRI,Consumer Cyclical,Restaurants,22794008576.0,20.54193,17.22421,10.711084,1.7858325,,9.54,0.059,-0.033,0.51539004,0.07255,0.21507,0.13096,0.086619996,385.566,0.39,2.95,0.599,0.0687,1.00002
DDOG,Technology,Software - Application,45728206848.0,416.87094,48.87023,12.206479,13.342895,,0.31,0.292,-0.033,0.03343,-0.0043,0.79976,0.0100300005,0.03144,34.269,3.382,,1.36,0.033299997,0.9107
DVA,Healthcare,Medical Care Facilities,10175086592.0,16.005259,9.319666,-16.02548,0.7458063,,9.51,0.099,0.065,0.64848,0.0732,0.32255,0.15228,0.05474,1111.353,1.292,,0.931,0.19790001,0.52892
DECK,Consumer Cyclical,Footwear & Accessories,14931557376.0,14.552556,13.991122,5.5879784,2.7781155,,7.04,0.071,0.11,0.39688,0.19903,0.57545,0.31384,0.19348,13.14,2.856,,1.161,0.0344,0.98219
DE,Industrials,Farm & Heavy Construction Machinery,153699155968.0,32.0761,24.604246,5.844057,3.289019,,17.74,0.13,-0.241,0.19566,0.03961,0.26248,0.092709996,0.10302,239.633,2.253,1.16,0.961,0.0185,0.83114
DELL,Technology,Computer Hardware,109072080896.0,18.94016,11.373349,-43.450367,0.9606659,,8.69,0.395,0.573,,0.0602,0.20125,0.09623,0.05228,,0.91,1.6,1.036,0.0874,0.85183996
DAL,Industrials,Airlines,42538401792.0,8.502611,7.9433117,2.028972,0.6713339,,7.66,0.029,0.446,0.27693,0.04502,0.20452,0.08930001,0.078990005,102.498,0.397,1.18,1.35,0.026500002,0.86543
DVN,Energy,Oil & Gas E&P,30076618752.0,11.628298,10.387168,1.9423193,1.8753347,,4.17,-0.121,-0.085,0.17736,0.07715,0.47699,0.22656,0.16473,55.951,0.98,1.97,0.619,0.028399998,0.82796997
DXCM,Healthcare,Medical Devices,25717671936.0,31.550241,22.063992,9.240471,5.516446,,2.09,0.131,0.78,0.34497002,0.088870004,0.60101,0.25643,0.17939,50.852,1.883,,1.526,0.0513,1.0097799
FANG,Energy,Oil & Gas E&P,54097104896.0,33.41115,14.0114975,1.4762415,3.7843375,,5.74,-0.094,,0.03735,0.01521,0.7304,-0.81232,0.1164,33.784,0.416,2.18,0.569,0.0482,0.65120006
DLR,Real Estate,REIT - Specialty,61729992704.0,49.15599,51.79965,2.7317338,10.151782,,3.59,0.171,-0.534,0.05469,0.01175,0.55158,0.14147,0.2152,81.655,1.3,2.82,1.133,0.0402,1.02927
DG,Consumer Defensive,Discount Stores,27539070976.0,18.264235,15.681758,3.2368312,0.64457524,,6.85,0.059,1.219,0.18992001,0.04551,0.30661,0.0608,0.0354,184.665,1.135,1.9,0.22,0.0392,1.0063
DLTR,Consumer Defensive,Discount Stores,21529833472.0,18.227272,14.631614,5.723726,1.1091106,,5.94,0.09,,0.31693,0.06475,0.36693,0.13514,0.06607,187.904,1.067,,0.692,0.0752,1.09971
D,Utilities,Utilities - Regulated Electric,52568952832.0,17.239193,15.659193,1.8717732,3.184839,,3.47,0.204,3.655,0.09741,0.03108,0.49019,0.22038001,0.18163,150.094,0.773,4.5,0.67,0.0334,0.83957
DPZ,Consumer Cyclical,Restaurants,12335078400.0,20.864618,17.049387,-3.2494683,2.4969823,,17.58,0.031,0.301,,0.34565,0.28625,0.18064,0.121800005,,1.651,2.13,1.162,0.066599995,0.92086
DASH,Consumer Cyclical,Internet Retail,69499527168.0,75.10798,20.934528,6.9243417,5.066671,,2.13,0.377,0.477,0.10439,0.03234,0.51826,0.052589998,0.06816,32.749,1.406,,1.902,0.0295,0.98946
DOV,Industrials,Specialty Industrial Machinery,29116256256.0,26.602757,18.4544,3.865722,3.5978994,,7.98,0.088,-0.801,0.15285,0.06965,0.40164003,0.18225999,0.13518,48.404,1.79,0.99,1.249,0.032899998,0.92258
DOW,Basic Materials,Chemicals,25935083520.0,,43.66791,1.6147677,0.6488962,,-3.7,-0.091,,-0.13818,-0.00066,0.062319998,-0.031400003,-0.065630004,111.871,1.967,4.77,0.71,0.0421,0.70163
DHI,Consumer Cyclical,Residential Construction,40410443776.0,12.620001,11.27408,1.6806093,1.2054075,,11.0,-0.095,-0.222,0.13477,0.07825,0.22068001,0.110240005,0.09948,22.872,6.332,1.35,1.407,0.0769,0.88118
DTE,Utilities,Utilities - Regulated Electric,29600319488.0,20.211647,17.160492,2.4026544,1.8717794,,7.04,0.289,0.255,0.12177,0.02943,0.30309,0.15921,0.09245,213.601,0.804,3.19,0.434,0.0256,0.79287004
DUK,Utilities,Utilities - Regulated Electric,99028606976.0,20.148733,17.795727,1.9475712,3.1150868,,6.32,0.08,-0.022,0.09724,0.02806,0.51897,0.28087,0.15628,171.838,0.552,3.36,0.466,0.0234,0.70303
DD,Basic Materials,Specialty Chemicals,18493571072.0,210.19048,17.358818,1.2976247,2.7001855,,0.21,,,0.0051700003,0.01857,0.34500998,0.34687,-0.11374,24.484,2.419,1.89,1.115,0.0241,0.79113996
ETN,Industrials,Specialty Industrial Machinery,139723014144.0,34.42488,22.827154,7.183737,5.090462,,10.45,0.131,0.189,0.21525998,0.08326,0.37772998,0.19972,0.1489,54.877,1.319,1.23,1.167,0.019299999,0.85559
EBAY,Consumer Cyclical,Internet Retail,40612200448.0,21.091547,13.472401,8.741973,3.6587567,,4.26,0.15,-0.184,0.40847,0.077989995,0.71449995,0.16223,0.18297,155.623,1.097,1.39,1.371,0.0341,0.94802004
ECL,Basic Materials,Specialty Chemicals,73961324544.0,35.869507,26.812431,11.13181,4.5992417,,7.28,0.178,,0.22516,0.07836,0.44512,0.14715,0.12907,103.915,1.076,1.08,0.979,0.013200001,0.93958
EIX,Utilities,Utilities - Regulated Electric,27201302528.0,6.1186147,10.844711,1.5919175,1.4081535,,11.55,0.308,4.463,0.24103001,0.03809,0.5783,0.35949,0.23083,215.738,0.729,5.03,0.777,0.0401,0.93017
EW,Healthcare,Medical Devices,47637213184.0,45.31492,24.807411,4.6073475,7.8510804,,1.81,0.133,-0.766,0.10353,0.07653,0.78011,0.237,0.17692,6.824,3.716,,0.934,0.0242,0.91557
EA,Communication Services,Electronic Gaming & Multimedia,50333532160.0,75.32959,21.783419,8.178344,6.889342,,2.67,0.01,-0.685,0.10027,0.048070002,0.78264,0.08574,0.09307,36.443,0.926,0.38,0.754,0.0554,0.95304
ELV,Healthcare,Healthcare Plans,63836618752.0,11.473225,9.823957,1.4548637,0.32058403,,25.21,0.095,0.363,0.1325,0.043509997,0.25563,0.0154,0.02843,74.388,1.535,2.36,0.468,0.019199999,0.93706
EME,Industrials,Engineering & Construction,33335347200.0,26.406382,23.587246,9.023665,1.9624702,,28.2,0.197,0.53,0.3849,0.11599,0.19327,0.09503999,0.07493,12.913,1.22,0.22,1.14,0.022,0.98015
EMR,Industrials,Specialty Industrial Machinery,73003679744.0,31.82108,18.07057,3.5983922,4.0140586,,4.08,0.041,0.049,0.09646,0.066149995,0.52757,0.24597,0.12718001,69.283,0.841,1.73,1.243,0.0255,0.84401
ETR,Utilities,Utilities - Regulated Electric,45905985536.0,25.918158,20.561869,2.7087564,3.5457711,,3.91,0.079,-0.208,0.10774,0.0299,0.47717,0.18986,0.13581,181.79,0.742,2.48,0.602,0.0297,0.97308
EOG,Energy,Oil & Gas E&P,75790147584.0,15.332602,12.136313,2.5173917,3.3455527,,9.11,0.0,-0.417,0.16829,0.08199,0.6202,0.1694,0.21982999,30.62,1.632,2.94,0.427,0.0278,0.95176005
EPAM,Technology,Information Technology Services,7497528320.0,20.19643,9.736738,2.0031586,1.3739146,,6.72,0.128,0.099,0.10335,0.07546,0.28877002,0.118599996,0.06921,3.907,2.594,,1.768,0.1011,1.11012
EQT,Energy,Oil & Gas E&P,40721395712.0,19.70695,14.078124,1.7138278,4.9777284,,3.31,0.269,0.546,0.09007,0.053460002,0.78629,0.5499,0.24927,28.932,0.763,1.02,0.722,0.0468,0.94636
EFX,Industrials,Consulting Services,21988087808.0,33.768795,17.34934,4.6977143,3.6197362,,5.32,0.092,0.024,0.13757,0.06041,0.56447,0.18109,0.1087,110.637,0.605,1.16,1.532,0.0465,0.9868
EQIX,Real Estate,REIT - Specialty,95008587776.0,70.478134,55.314568,6.709595,10.260106,,13.72,0.081,,0.09722,0.03333,0.51317,0.21540001,0.14579001,160.291,1.316,2.0,1.031,0.0223,0.98683
EQR,Real Estate,REIT - Residential,22904813568.0,19.935154,38.8194,2.0017135,7.403076,,2.93,0.02,-0.088,0.100200005,0.02615,0.62878,0.2851,0.36202,74.323,0.107,4.85,0.735,0.0365,0.96248
ERIE,Financial Services,Insurance Brokers,12857032704.0,22.97944,17.550322,5.630668,3.1611056,,10.7,0.029,-0.584,0.26194,0.14805001,0.17633,0.17164,0.13752,2.712,1.268,2.43,0.411,0.08939999,0.4587
ESS,Real Estate,REIT - Residential,16771970048.0,23.325,39.47272,2.8210258,8.665701,,10.4,0.032,-0.687,0.12235,0.03105,0.68583,0.32856,0.346,119.433,0.154,4.29,0.722,0.0377,1.02753
EL,Consumer Defensive,Household & Personal Products,28681336832.0,,26.151747,7.113763,1.9549681,,-0.51,0.056,,-0.04341,0.04423,0.74317,0.14259,-0.012130001,232.945,1.358,1.63,1.112,0.053600002,0.95865995
EG,Financial Services,Insurance - Reinsurance,13098525696.0,8.579365,5.265413,0.8536973,0.7467377,,37.8,-0.029,,0.10847,0.02219,0.124960005,0.1233,0.0907,24.481,1.124,2.53,0.326,0.026300002,1.00862
EVRG,Utilities,Utilities - Regulated Electric,18286661632.0,21.696722,17.433668,1.7889166,3.0674083,,3.66,0.066,0.047,0.08569,0.02875,0.52266,0.17736,0.14352,149.917,0.491,3.53,0.604,0.0657,0.94206
ES,Utilities,Utilities - Regulated Electric,25402345472.0,14.835526,13.108204,1.5679685,1.8750933,,4.56,0.134,4.662,0.10777,0.031689998,0.53622,0.22137,0.124919996,184.946,0.65,4.72,0.753,0.024400001,0.87224996
EXC,Utilities,Utilities - Regulated Electric,48263168000.0,17.278387,15.494784,1.6749519,1.9895773,,2.73,-0.011,-0.093,0.09936,0.028380001,0.4293,0.21619,0.11411,174.488,0.924,3.62,0.515,0.0493,0.92990994
EXE,Energy,Oil & Gas E&P,25876467712.0,14.219286,11.584918,1.3862023,2.2232552,,7.57,0.383,,0.100659996,0.05863,0.45321998,0.27513,0.15628,27.495,1.005,2.97,0.473,0.028099999,0.93991
EXPE,Consumer Cyclical,Travel Services,28997875712.0,24.123343,10.391212,22.576797,1.9682262,,9.81,0.114,-0.273,0.48672,0.057719998,0.90116996,0.1545,0.08783,254.692,0.732,0.71,1.41,0.0813,1.02887
EXPD,Industrials,Integrated Freight & Logistics,18835300352.0,23.580536,21.729012,7.9874964,1.7016249,,5.96,-0.033,-0.115,0.35431,0.13637,0.13435,0.08786,0.07321,24.197,1.812,1.05,1.107,0.039100002,1.0168
EXR,Real Estate,REIT - Industrial,29212925952.0,28.721132,27.471336,2.072245,8.476465,,4.59,0.046,0.158,0.07008,0.03351,0.75028,0.44452,0.28261998,98.679,0.758,4.97,1.242,0.0322,1.03318
XOM,Energy,Oil & Gas Integrated,671390629888.0,24.013412,18.485928,2.595982,2.072801,,6.71,-0.013,-0.11,0.110810004,0.04902,0.31049,0.09527001,0.089049995,18.936,1.153,2.58,0.348,0.012999999,0.67487
FFIV,Technology,Software - Infrastructure,16461014016.0,23.985928,17.254797,4.6585097,5.2356114,,12.08,0.073,0.099,0.20844,0.08091,0.81385005,0.26037002,0.22455,7.566,1.554,,0.994,0.0429,1.09754
FDS,Financial Services,Financial Data & Stock Exchanges,7800933888.0,13.26145,10.96986,3.5814664,3.3044975,,15.72,0.068,0.044,0.28831,0.114209995,0.52263,0.32629,0.25399,71.961,1.544,2.1,0.751,0.1118,1.02399
FICO,Technology,Software - Application,25224456192.0,39.29527,19.92754,-13.974635,12.227905,,27.06,0.164,0.077,,0.34764,0.82857,0.45716,0.31886998,,0.929,,1.277,0.0675,0.91154
FAST,Industrials,Industrial Distribution,51043205120.0,40.779816,32.95742,12.940321,6.2244015,,1.09,0.111,0.093,0.33291,0.21225001,0.45012,0.18955,0.15345,11.205,4.852,2.06,0.862,0.0317,0.88217
FRT,Real Estate,REIT - Retail,9006911488.0,22.170942,33.08684,2.8977575,7.031733,,4.68,0.075,0.987,0.12235,0.03267,0.67917,0.34458,0.32092997,143.64,0.371,4.35,1.011,0.0385,0.99894
FDX,Industrials,Integrated Freight & Logistics,83948232704.0,19.66722,15.999122,2.8530188,0.9131458,,18.09,0.139,-0.133,0.15869,0.050279997,0.27552,0.0764,0.04877,,1.474,1.62,1.281,0.0136,0.80318
FIS,Technology,Information Technology Services,25773432832.0,68.17808,7.221039,1.8405384,2.4139209,,0.73,0.082,0.881,0.026010001,0.043720003,0.36863998,0.24644,0.03578,95.893,0.589,3.29,0.909,0.0269,0.99083
FITB,Financial Services,Banks - Regional,41085415424.0,12.852691,9.244939,1.5033631,4.9174647,,3.53,0.116,0.209,0.121929996,0.0117999995,0.0,0.41089,0.30186,,,3.62,0.967,0.0531,0.69916
FSLR,Technology,Solar,20380504064.0,13.365235,7.5355597,2.1367414,3.9047778,,14.21,0.111,0.323,0.1745,0.078439996,0.40624002,0.32560003,0.2928,6.871,2.675,,1.648,0.0933,0.99583
FE,Utilities,Utilities - Regulated Electric,28185786368.0,27.710228,16.580822,2.25276,1.8915366,,1.76,0.207,,0.09195,0.037249997,0.66867995,0.26635,0.06845,192.755,0.565,3.83,0.601,0.0598,0.95307
FISV,,,31039432704.0,9.102523,6.366833,1.194824,,,,,,,,,,,,,,,,
F,Consumer Cyclical,Auto Manufacturers,46916231168.0,,6.4042172,1.304782,0.25053123,,-2.06,-0.048,,-0.20193,-0.00131,0.0581,-0.0669,-0.04369,460.639,1.075,5.21,1.665,0.045500003,0.68334997
FTNT,Technology,Software - Infrastructure,61551751168.0,34.202477,25.016018,49.68187,9.05226,,2.42,0.148,-0.011,1.3571601,0.12866001,0.80456,0.32766,0.27257,85.802,1.172,,1.04,0.029000001,0.71596
FTV,Technology,Scientific & Technical Instruments,17592508416.0,34.836475,17.388111,2.6898797,4.2298837,,1.59,0.046,-0.026,0.06396,0.03133,0.63502,0.20125,0.13926,51.177,0.715,0.47,0.998,0.0575,1.0817
FOXA,Communication Services,Entertainment,24366686208.0,13.736211,11.102647,2.229054,1.4698206,,4.17,0.02,-0.358,0.16823,0.0881,0.35439,0.11347,0.11407,67.389,2.784,0.97,0.537,0.192,1.22587
FOX,Communication Services,Entertainment,24103667712.0,12.381295,10.38833,2.009184,1.4539552,,4.17,0.02,-0.358,0.16823,0.0881,0.35439,0.11347,0.11407,67.389,2.784,1.07,0.537,0.066599995,0.66697997
BEN,Financial Services,Asset Management,12461237248.0,22.12963,8.17544,1.0241247,1.4086543,,1.08,0.034,0.606,0.04464,0.023670001,0.37035,0.16523,0.06972,24.587,5.564,5.63,1.461,0.0558,0.48057
FCX,Basic Materials,Copper,78959853568.0,36.144737,14.909333,4.1744547,3.0468783,,1.52,-0.015,0.477,0.13946,0.07192,0.37063,0.14397,0.08505,34.103,2.291,1.15,1.438,0.0195,0.88689005
GRMN,Technology,Scientific & Technical Instruments,45947101184.0,27.756977,23.471054,5.1245117,6.3414507,,8.6,0.166,0.212,0.19783,0.11371,0.58744,0.28902,0.22964,2.184,3.633,1.81,0.949,0.0188,0.57605
IT,Technology,Information Technology Services,11719022592.0,16.848705,11.205646,36.011074,1.8036963,,9.65,0.022,-0.342,0.86861,0.088640004,0.68393,0.18978001,0.11224,1046.535,0.999,,1.083,0.125,1.06056
GE,Industrials,Aerospace & Defense,307520438272.0,36.171215,34.079834,16.370375,6.7063665,,8.06,0.176,0.374,0.44692,0.0468,0.31499,0.19549,0.18982,114.07,1.041,0.66,1.369,0.0107,0.81094
GEHC,Healthcare,Medical Devices,32693188608.0,15.747252,12.867274,3.1461315,1.5851243,,4.55,0.071,-0.177,0.22378,0.05472,0.39985,0.15725,0.10104,98.717,1.373,0.2,1.181,0.031600002,0.93389
GEV,Industrials,Specialty Industrial Machinery,239478276096.0,49.866665,38.46375,21.282793,6.290803,,17.7,0.038,6.717,0.42641,0.02338,0.20082001,0.07384,0.1283,9.727,0.982,0.18,,0.0219,0.78758
GEN,Technology,Software - Infrastructure,12963373056.0,21.670103,7.3255477,5.462578,2.7424102,,0.97,0.258,0.201,0.26902,0.07169,0.78845,0.35806,0.12757,363.379,0.466,2.38,1.095,0.0498,0.90675
GNRC,Industrials,Specialty Industrial Machinery,11845379072.0,75.03718,19.533537,4.4992537,2.8141994,,2.69,-0.116,,0.06283,0.03384,0.38291,-0.00853,0.03791,52.479,2.026,,1.769,0.0646,0.97608
GD,Industrials,Aerospace & Defense,93925285888.0,22.468952,19.222618,3.6603022,1.7873508,,15.46,0.078,0.004,0.17658001,0.05989,0.1513,0.1014,0.08011,38.205,1.444,1.76,0.372,0.01,0.87268996
GIS,Consumer Defensive,Packaged Foods,19934627840.0,8.034409,11.249691,2.1340036,1.0851022,,4.65,-0.084,-0.5,0.23591,0.05311,0.3314,0.13021,0.12053,149.275,0.563,6.59,-0.095,0.0865,0.8816
GM,Consumer Cyclical,Auto Manufacturers,70636257280.0,23.155964,5.456613,1.1199527,0.3817784,,3.27,-0.051,,0.04318,0.02538,0.107209995,0.065359995,0.014579999,208.299,1.165,0.99,1.356,0.0291,0.88227
GPC,Consumer Cyclical,Auto Parts,14059680768.0,215.02127,11.800891,3.1443684,0.5785843,,0.47,0.041,,0.015,0.046040002,0.37452,0.04851,0.00271,156.063,1.079,4.41,0.734,0.0346,0.90092003
GILD,Healthcare,Drug Manufacturers - General,170496688128.0,20.256636,14.284243,7.50779,5.7907376,,6.78,0.047,0.234,0.40655,0.12516,0.78839993,0.37375,0.28903,112.923,1.553,2.39,0.374,0.0149,0.92614996
GPN,Industrials,Specialty Business Services,19889786880.0,16.040632,4.375834,0.7348272,2.5811188,,4.43,-0.0,-0.592,0.04824,0.02755,0.72643,0.27877,0.18169,93.316,1.69,1.46,0.732,0.0377,1.0195401
GL,Financial Services,Insurance - Life,10936245248.0,9.757103,8.308437,1.8186632,1.8244354,,14.08,0.036,0.095,0.20589,0.033269998,0.33810002,0.24242,0.19372,51.258,0.76,0.96,0.455,0.0214,0.85813004
GDDY,Technology,Software - Infrastructure,11369462784.0,13.525723,6.9786553,52.71303,2.296351,,6.22,0.068,0.317,1.92901,0.087460004,0.63614,0.25135002,0.17673,1795.723,0.615,,0.979,0.0584,1.03987
GS,Financial Services,Capital Markets,249321586688.0,16.194622,12.780512,2.33193,4.1976156,,51.33,0.152,0.173,0.13861,0.00986,0.82883,0.38319,0.28917998,596.073,1.528,2.21,1.336,0.0207,0.75675005
HAL,Energy,Oil & Gas Equipment & Services,31569414144.0,25.006666,13.945742,2.9940932,1.4230714,,1.5,0.008,-0.005,0.12274,0.07374,0.15705,0.14902,0.05783,79.162,2.04,1.86,0.753,0.060300004,0.88877
HIG,Financial Services,Insurance - Diversified,37771464704.0,10.167418,9.345427,2.0114658,1.331106,,13.32,0.067,0.382,0.21656,0.0372,0.37432998,0.20019,0.13518,23.937,1.84,1.81,0.516,0.0345,0.95725
HAS,Consumer Cyclical,Leisure,13082369024.0,,14.856887,24.241398,2.782713,,-2.3,0.313,,-0.36355,0.111899994,0.63821,0.20672001,-0.06858,600.584,1.381,3.07,0.526,0.0373,0.94477
HCA,Healthcare,Medical Care Facilities,110599069696.0,17.445501,14.8641205,-18.431095,1.4629506,,28.35,0.067,0.445,,0.12439,0.415,0.16287,0.08974,,0.965,0.63,1.342,0.0232,0.78436995
DOC,Real Estate,REIT - Healthcare Facilities,11937556480.0,171.7,85.85,1.5911407,4.2294083,,0.1,0.031,24.484,0.01164,0.01656,0.59973997,0.20066999,0.02528,122.183,1.218,7.16,1.081,0.0612,0.97759
HSIC,Healthcare,Medical Distribution,8765789184.0,22.770641,12.703125,2.6565344,0.6648809,,3.27,0.077,0.136,0.08701,0.043270003,0.31136,0.052950002,0.03019,71.736,1.383,,0.852,0.0423,1.06644
HSY,Consumer Defensive,Confectioners,43633274880.0,49.464367,21.86607,9.412923,3.7317078,,4.35,0.07,-0.598,0.1889,0.06892,0.33549,0.14703,0.07554,123.763,1.192,2.76,0.112,0.0652,0.88833
HPE,Technology,Communication Equipment,29659004928.0,,8.185509,1.1972964,0.82978505,,-0.17,0.184,-0.303,-0.00471,0.01609,0.32071,0.07644,-0.0033000002,87.223,1.035,2.63,1.311,0.067600004,0.94294
